timestamp,open,high,low,close,volume
2023-01-01 18:30:00,1277.5,1280.0,1255.0,1265.0,334889.0
2023-01-02 18:30:00,1269.5,1275.9,1258.13,1268.5,321734.0
2023-01-03 18:30:00,1269.45,1269.5,1252.05,1255.48,168265.0
2023-01-04 18:30:00,1260.0,1277.0,1255.48,1259.05,243997.0
2023-01-05 18:30:00,1260.5,1269.05,1255.55,1261.15,159896.0
2023-01-08 18:30:00,1267.48,1279.0,1263.5,1276.18,164218.0
2023-01-09 18:30:00,1276.2,1281.98,1256.5,1264.6,156258.0
2023-01-10 18:30:00,1265.05,1268.7,1237.53,1239.75,268246.0
2023-01-11 18:30:00,1240.95,1263.08,1231.4,1247.75,286562.0
2023-01-12 18:30:00,1254.0,1257.03,1236.3,1252.58,185651.0
2023-01-15 18:30:00,1254.5,1258.43,1223.33,1224.9,243197.0
2023-01-16 18:30:00,1223.98,1232.0,1207.1,1218.73,552231.0
2023-01-17 18:30:00,1218.73,1246.65,1215.58,1244.33,175869.0
2023-01-18 18:30:00,1240.0,1242.53,1218.25,1226.6,273613.0
2023-01-19 18:30:00,1224.5,1224.5,1197.5,1201.3,246731.0
2023-01-22 18:30:00,1204.5,1214.0,1190.83,1204.8,251624.0
2023-01-23 18:30:00,1204.8,1212.5,1188.63,1191.18,259197.0
2023-01-24 18:30:00,1165.5,1176.0,1149.5,1157.65,836733.0
2023-01-26 18:30:00,1160.0,1160.0,1128.5,1145.33,445082.0
2023-01-29 18:30:00,1152.48,1160.0,1132.53,1141.7,315941.0
2023-01-30 18:30:00,1151.95,1152.45,1137.63,1139.78,553717.0
2023-01-31 18:30:00,1145.75,1166.5,1135.0,1157.65,344260.0
2023-02-01 18:30:00,1154.53,1155.0,1126.4,1145.73,407271.0
2023-02-02 18:30:00,1145.75,1174.48,1140.8,1170.78,313695.0
2023-02-05 18:30:00,1176.65,1176.65,1160.5,1166.65,260974.0
2023-02-06 18:30:00,1166.65,1171.5,1156.5,1157.6,191927.0
2023-02-07 18:30:00,1159.0,1169.85,1150.5,1166.88,177766.0
2023-02-08 18:30:00,1167.48,1170.0,1157.5,1163.83,177557.0
2023-02-09 18:30:00,1164.5,1174.65,1155.15,1158.08,319443.0
2023-02-12 18:30:00,1150.53,1159.05,1145.0,1150.98,181580.0
2023-02-13 18:30:00,1162.0,1162.0,1139.0,1148.05,213300.0
2023-02-14 18:30:00,1150.0,1161.03,1141.0,1155.65,191808.0
2023-02-15 18:30:00,1159.5,1163.78,1151.15,1158.38,315493.0
2023-02-16 18:30:00,1158.18,1171.05,1150.33,1166.55,316431.0
2023-02-19 18:30:00,1170.93,1171.0,1153.4,1160.03,275669.0
2023-02-20 18:30:00,1165.0,1167.5,1153.0,1165.93,256936.0
2023-02-21 18:30:00,1159.98,1159.98,1140.5,1147.33,330363.0
2023-02-22 18:30:00,1149.0,1150.18,1129.0,1134.08,381344.0
2023-02-23 18:30:00,1135.0,1144.15,1125.03,1137.85,458298.0
2023-02-26 18:30:00,1132.5,1146.6,1130.5,1139.83,231825.0
2023-02-27 18:30:00,1138.5,1156.8,1133.35,1150.4,312343.0
2023-02-28 18:30:00,1156.18,1158.13,1147.6,1153.75,283892.0
2023-03-01 18:30:00,1153.5,1157.95,1145.0,1154.95,233107.0
2023-03-02 18:30:00,1159.0,1165.0,1152.5,1159.38,313073.0
2023-03-05 18:30:00,1165.3,1184.83,1162.7,1175.5,332386.0
2023-03-07 18:30:00,1174.95,1176.38,1163.68,1174.05,228845.0
2023-03-08 18:30:00,1177.0,1179.5,1151.0,1154.28,306514.0
2023-03-09 18:30:00,1149.0,1158.83,1137.5,1156.75,161789.0
2023-03-12 18:30:00,1153.0,1156.75,1141.03,1146.28,340575.0
2023-03-13 18:30:00,1146.0,1156.48,1140.5,1151.13,340133.0
2023-03-14 18:30:00,1157.0,1168.73,1151.1,1155.73,205114.0
2023-03-15 18:30:00,1161.8,1182.1,1156.05,1170.6,263331.0
2023-03-16 18:30:00,1177.53,1178.9,1162.43,1174.95,425920.0
2023-03-19 18:30:00,1165.0,1188.45,1160.08,1186.2,311427.0
2023-03-20 18:30:00,1192.13,1194.93,1175.55,1179.23,299389.0
2023-03-21 18:30:00,1187.0,1199.2,1182.5,1188.53,1026637.0
2023-03-22 18:30:00,1188.53,1191.65,1178.03,1184.05,271280.0
2023-03-23 18:30:00,1184.05,1189.5,1175.83,1182.28,270195.0
2023-03-26 18:30:00,1178.0,1185.0,1167.85,1176.03,190338.0
2023-03-27 18:30:00,1177.5,1177.73,1158.25,1168.03,301608.0
2023-03-28 18:30:00,1168.03,1173.0,1152.5,1157.6,330670.0
2023-03-30 18:30:00,1162.48,1184.0,1156.5,1176.5,521107.0
2023-04-02 18:30:00,1175.0,1175.0,1148.15,1163.8,411040.0
2023-04-04 18:30:00,1159.0,1167.48,1153.2,1161.23,226417.0
2023-04-05 18:30:00,1162.5,1173.93,1158.95,1166.03,368699.0
2023-04-09 18:30:00,1166.98,1182.03,1156.18,1177.85,277272.0
2023-04-10 18:30:00,1182.0,1183.35,1164.5,1173.08,280704.0
2023-04-11 18:30:00,1173.05,1179.73,1167.73,1173.9,483206.0
2023-04-12 18:30:00,1173.85,1183.0,1171.95,1175.1,339297.0
