timestamp,open,high,low,close,volume
2026-07-13 03:45:00,1578.9,1578.9,1559.6,1570.7,40945.0
2026-07-13 03:50:00,1569.9,1573.9,1569.6,1573.9,3192.0
2026-07-13 03:55:00,1574.0,1574.9,1570.1,1570.7,6722.0
2026-07-13 04:00:00,1570.7,1571.8,1570.0,1571.6,4450.0
2026-07-13 04:05:00,1571.8,1575.6,1571.6,1574.3,7874.0
2026-07-13 04:10:00,1573.9,1575.3,1572.1,1573.0,3361.0
2026-07-13 04:15:00,1573.7,1575.2,1572.6,1574.0,1868.0
2026-07-13 04:20:00,1574.0,1578.0,1573.3,1576.2,5247.0
2026-07-13 04:25:00,1576.6,1577.9,1574.9,1577.9,1994.0
2026-07-13 04:30:00,1577.3,1578.3,1577.0,1577.8,2468.0
2026-07-13 04:35:00,1577.4,1577.6,1576.8,1577.3,1867.0
2026-07-13 04:40:00,1577.3,1577.5,1576.4,1576.5,791.0
2026-07-13 04:45:00,1576.5,1576.5,1571.1,1571.5,5290.0
2026-07-13 04:50:00,1571.6,1572.0,1570.5,1571.0,3237.0
2026-07-13 04:55:00,1571.0,1571.5,1570.0,1571.3,2683.0
2026-07-13 05:00:00,1570.8,1576.0,1570.1,1575.0,5035.0
2026-07-13 05:05:00,1575.1,1576.6,1574.6,1575.4,4211.0
2026-07-13 05:10:00,1575.7,1575.7,1574.1,1574.4,3290.0
2026-07-13 05:15:00,1574.4,1574.4,1572.3,1572.3,2217.0
2026-07-13 05:20:00,1572.7,1574.7,1572.7,1573.1,2444.0
2026-07-13 05:25:00,1573.1,1575.0,1573.1,1573.7,3200.0
2026-07-13 05:30:00,1573.7,1574.3,1573.5,1574.0,972.0
2026-07-13 05:35:00,1573.7,1575.0,1573.2,1574.8,2134.0
2026-07-13 05:40:00,1574.8,1574.8,1567.6,1568.7,16430.0
2026-07-13 05:45:00,1568.7,1569.3,1568.2,1568.6,2439.0
2026-07-13 05:50:00,1569.0,1569.6,1566.5,1566.5,4686.0
2026-07-13 05:55:00,1566.6,1567.0,1563.5,1565.4,18144.0
2026-07-13 06:00:00,1566.2,1568.3,1566.0,1567.6,2491.0
2026-07-13 06:05:00,1567.9,1569.3,1566.5,1566.9,4280.0
2026-07-13 06:10:00,1566.9,1571.5,1566.5,1571.4,6337.0
2026-07-13 06:15:00,1571.4,1572.1,1571.4,1571.6,821.0
2026-07-13 06:20:00,1571.6,1572.5,1571.3,1571.9,1288.0
2026-07-13 06:25:00,1572.0,1572.8,1572.0,1572.1,1793.0
2026-07-13 06:30:00,1572.4,1578.4,1571.3,1577.2,20344.0
2026-07-13 06:35:00,1578.0,1579.2,1577.2,1578.2,3062.0
2026-07-13 06:40:00,1578.0,1578.1,1576.4,1577.5,2516.0
2026-07-13 06:45:00,1577.5,1581.6,1577.4,1581.0,17048.0
2026-07-13 06:50:00,1580.9,1582.3,1580.2,1580.9,3423.0
2026-07-13 06:55:00,1580.9,1581.1,1580.3,1580.6,1000.0
2026-07-13 07:00:00,1580.6,1581.4,1580.0,1580.8,1728.0
2026-07-13 07:05:00,1580.8,1581.4,1578.1,1580.0,35289.0
2026-07-13 07:10:00,1580.0,1581.0,1579.9,1580.3,20553.0
2026-07-13 07:15:00,1580.3,1580.8,1580.2,1580.8,2144.0
2026-07-13 07:20:00,1580.3,1581.1,1576.4,1580.6,4975.0
2026-07-13 07:25:00,1580.6,1581.2,1579.8,1580.7,15639.0
2026-07-13 07:30:00,1580.7,1580.7,1579.8,1580.1,987.0
2026-07-13 07:35:00,1580.1,1581.0,1576.9,1580.0,41676.0
2026-07-13 07:40:00,1580.3,1580.3,1579.9,1579.9,1265.0
2026-07-13 07:45:00,1580.0,1580.2,1574.7,1577.1,23698.0
