timestamp,open,high,low,close,volume
2026-07-13 03:45:00,817.0,818.75,813.0,813.25,866592.0
2026-07-13 03:50:00,813.25,814.0,812.1,812.2,546596.0
2026-07-13 03:55:00,812.4,813.35,811.0,812.25,326918.0
2026-07-13 04:00:00,812.1,813.5,811.75,812.7,265163.0
2026-07-13 04:05:00,812.75,813.35,811.5,813.05,357612.0
2026-07-13 04:10:00,813.35,814.45,812.95,813.5,403766.0
2026-07-13 04:15:00,813.3,815.2,813.0,815.0,477337.0
2026-07-13 04:20:00,815.1,817.3,814.1,817.05,439223.0
2026-07-13 04:25:00,817.05,817.65,816.5,817.35,510954.0
2026-07-13 04:30:00,817.1,817.7,816.0,816.3,267133.0
2026-07-13 04:35:00,816.3,817.5,816.0,817.0,471891.0
2026-07-13 04:40:00,817.2,817.95,816.65,817.6,497462.0
2026-07-13 04:45:00,817.6,817.65,816.55,817.2,265166.0
2026-07-13 04:50:00,817.1,819.3,817.0,819.15,370973.0
2026-07-13 04:55:00,819.35,820.25,818.6,819.55,298206.0
2026-07-13 05:00:00,819.55,820.4,818.4,820.15,301338.0
2026-07-13 05:05:00,820.15,820.35,819.0,819.2,143171.0
2026-07-13 05:10:00,819.2,820.35,819.0,819.7,133999.0
2026-07-13 05:15:00,820.0,820.85,819.6,820.05,143998.0
2026-07-13 05:20:00,820.0,820.25,818.7,819.55,320552.0
2026-07-13 05:25:00,819.55,820.35,818.85,820.0,307042.0
2026-07-13 05:30:00,819.7,821.4,819.05,821.35,211030.0
2026-07-13 05:35:00,821.3,821.95,820.4,820.55,198200.0
2026-07-13 05:40:00,820.55,821.25,819.9,820.0,178465.0
2026-07-13 05:45:00,820.0,820.25,819.3,819.5,338444.0
2026-07-13 05:50:00,819.55,820.45,819.5,820.05,164723.0
2026-07-13 05:55:00,819.95,819.95,818.2,818.75,230916.0
2026-07-13 06:00:00,818.65,819.35,818.5,818.95,190056.0
2026-07-13 06:05:00,818.9,819.0,818.05,818.4,251849.0
2026-07-13 06:10:00,818.4,818.7,817.3,817.85,342558.0
2026-07-13 06:15:00,817.85,820.3,817.85,819.95,368822.0
2026-07-13 06:20:00,820.0,820.4,818.5,818.5,150997.0
2026-07-13 06:25:00,818.7,818.7,816.1,816.55,301813.0
2026-07-13 06:30:00,816.4,818.25,816.3,817.8,164381.0
2026-07-13 06:35:00,817.8,818.25,817.4,817.55,92195.0
2026-07-13 06:40:00,817.55,819.75,817.2,818.95,193092.0
2026-07-13 06:45:00,818.95,819.6,817.8,819.25,259641.0
2026-07-13 06:50:00,819.25,819.35,818.35,818.6,175490.0
2026-07-13 06:55:00,818.75,819.0,818.05,818.45,181596.0
2026-07-13 07:00:00,818.5,819.85,818.35,819.85,89131.0
2026-07-13 07:05:00,819.8,820.0,819.25,820.0,95155.0
2026-07-13 07:10:00,820.0,820.2,819.25,819.95,157100.0
2026-07-13 07:15:00,820.0,820.05,818.55,819.25,204899.0
2026-07-13 07:20:00,819.35,821.0,818.95,820.3,371175.0
2026-07-13 07:25:00,820.25,820.5,819.35,819.5,151672.0
2026-07-13 07:30:00,819.5,819.5,818.6,818.8,409707.0
2026-07-13 07:35:00,818.55,819.7,818.3,819.5,122336.0
2026-07-13 07:40:00,819.25,819.8,818.5,818.9,152436.0
2026-07-13 07:45:00,818.9,819.0,818.1,818.95,135998.0
2026-07-13 07:50:00,818.95,818.95,817.75,818.45,359250.0
2026-07-13 07:55:00,818.4,818.7,817.25,818.0,167512.0
2026-07-13 08:00:00,817.75,819.0,817.75,818.45,143937.0
2026-07-13 08:05:00,818.45,819.2,818.0,818.95,174259.0
2026-07-13 08:10:00,818.9,819.0,818.0,818.45,120998.0
2026-07-13 08:15:00,818.45,819.0,818.05,818.9,147638.0
2026-07-13 08:20:00,818.85,818.95,818.1,818.8,132713.0
2026-07-13 08:25:00,818.7,818.8,817.8,818.5,222621.0
2026-07-13 08:30:00,818.5,818.7,817.95,818.1,150490.0
2026-07-13 08:35:00,818.2,818.75,817.6,818.0,192096.0
2026-07-13 08:40:00,818.15,819.0,817.85,819.0,141805.0
2026-07-13 08:45:00,818.9,819.65,818.6,819.6,210611.0
2026-07-13 08:50:00,819.55,820.65,819.35,820.1,230516.0
2026-07-13 08:55:00,820.1,820.15,819.15,819.85,207895.0
2026-07-13 09:00:00,819.85,819.85,817.65,818.7,348867.0
2026-07-13 09:05:00,818.5,819.05,817.6,817.65,237777.0
2026-07-13 09:10:00,817.6,819.2,817.5,819.2,212726.0
2026-07-13 09:15:00,819.2,819.5,818.65,819.1,217159.0
2026-07-13 09:20:00,819.1,819.95,818.6,819.65,238101.0
2026-07-13 09:25:00,819.65,819.65,818.35,818.65,246429.0
2026-07-13 09:30:00,818.55,820.2,817.85,819.5,1044325.0
2026-07-13 09:35:00,819.5,819.5,817.95,818.0,543309.0
2026-07-13 09:40:00,817.95,818.0,816.75,817.45,534864.0
2026-07-13 09:45:00,817.4,817.55,816.8,816.9,477466.0
2026-07-13 09:50:00,816.95,817.75,816.65,817.45,434316.0
2026-07-13 09:55:00,817.45,817.6,816.5,817.5,359886.0
2026-07-14 03:45:00,811.4,811.7,808.3,811.3,1748201.0
2026-07-14 03:50:00,811.1,817.95,810.9,817.35,763335.0
2026-07-14 03:55:00,817.05,818.4,814.75,815.2,715818.0
2026-07-14 04:00:00,814.9,815.0,813.1,813.7,614264.0
2026-07-14 04:05:00,813.6,813.6,812.0,813.4,487769.0
2026-07-14 04:10:00,813.45,814.5,811.9,814.4,1172465.0
2026-07-14 04:15:00,814.35,814.6,812.9,814.55,555491.0
2026-07-14 04:20:00,814.5,815.65,814.1,815.25,569785.0
2026-07-14 04:25:00,815.5,816.2,815.1,815.6,294987.0
2026-07-14 04:30:00,815.5,816.95,815.0,816.9,272442.0
2026-07-14 04:35:00,816.95,817.7,816.65,817.6,351965.0
2026-07-14 04:40:00,817.55,817.7,816.2,816.3,382852.0
2026-07-14 04:45:00,816.25,816.5,813.4,813.75,316923.0
2026-07-14 04:50:00,813.95,815.3,813.9,814.15,310838.0
2026-07-14 04:55:00,814.25,815.15,814.25,814.85,163306.0
2026-07-14 05:00:00,814.9,815.5,814.25,814.95,199663.0
2026-07-14 05:05:00,815.05,816.0,814.75,815.95,143196.0
2026-07-14 05:10:00,816.0,816.0,815.0,815.95,100535.0
2026-07-14 05:15:00,816.0,816.05,815.0,815.85,212427.0
2026-07-14 05:20:00,815.95,816.2,814.85,815.45,155142.0
2026-07-14 05:25:00,815.4,816.7,815.2,816.2,138744.0
2026-07-14 05:30:00,816.3,816.75,816.0,816.2,172441.0
2026-07-14 05:35:00,816.2,816.9,816.05,816.65,172959.0
2026-07-14 05:40:00,816.65,817.0,816.15,816.7,185140.0
2026-07-14 05:45:00,816.65,816.7,815.05,815.2,328083.0
2026-07-14 05:50:00,815.4,815.4,813.5,814.3,291476.0
2026-07-14 05:55:00,814.3,814.3,813.7,814.2,126099.0
2026-07-14 06:00:00,814.25,814.55,813.85,814.0,55964.0
2026-07-14 06:05:00,814.05,814.3,813.0,813.2,99461.0
2026-07-14 06:10:00,813.15,813.45,811.8,812.1,414640.0
2026-07-14 06:15:00,812.0,812.9,811.75,812.65,480483.0
2026-07-14 06:20:00,812.65,813.9,812.6,812.95,142096.0
2026-07-14 06:25:00,813.0,813.2,811.7,812.0,370638.0
2026-07-14 06:30:00,812.0,812.3,811.65,812.3,208208.0
2026-07-14 06:35:00,812.0,812.0,810.8,811.1,171220.0
2026-07-14 06:40:00,811.1,811.2,810.55,811.1,157441.0
2026-07-14 06:45:00,810.85,810.95,810.05,810.55,233407.0
2026-07-14 06:50:00,810.4,810.5,809.6,809.95,269165.0
2026-07-14 06:55:00,809.95,810.25,809.15,809.3,179538.0
2026-07-14 07:00:00,809.3,810.0,809.15,809.7,205927.0
